DBInstanceIdentifier|DBName|AvailabilityZone|Engine|DBInstanceClass|Endpoint|VpcId|subnet|Launch_Time|acc_id|Owner|CostCenter|ClarityID|APPType|Environment|BillingContact|InstanceState|BackupID|SchedulerID|TerminationDate|ExceptionList|ChargeID|BackupDR
enteprisebitbucketprod01-eu-west-1a|enterprisebitbucketdb|eu-west-1a|aurora-postgresql|db.r6g.2xlarge|enteprisebitbucketprod01-eu-west-1a.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2021-08-28 11:18:02|782671389447|Development IT|868251|050338|Amazon RDS Aurora PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisebitbucketprod01-eu-west-1b|enterprisebitbucketdb|eu-west-1b|aurora-postgresql|db.r6g.2xlarge|enteprisebitbucketprod01-eu-west-1b.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2021-08-28 11:24:13|782671389447|Development IT|868251|050338|Amazon RDS Aurora PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
entepriseconfluenceprd02|entepriseconfluenceprd02|eu-west-1b|aurora-postgresql|db.r6g.xlarge|entepriseconfluenceprd02.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2021-12-17 17:01:34|782671389447|Devolpment IT|868251|050335|Amazon RDS Aurora PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
entepriseconfluenceprd02-instance-1|entepriseconfluenceprd02|eu-west-1b|aurora-postgresql|db.r6g.xlarge|entepriseconfluenceprd02-instance-1.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2021-12-17 16:33:04|782671389447|Devolpment IT|868251|050335|Amazon RDS Aurora PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
entepriseconfluenceprd02-instance-1-eu-west-1b|entepriseconfluenceprd02|eu-west-1b|aurora-postgresql|db.r6g.xlarge|entepriseconfluenceprd02-instance-1-eu-west-1b.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2021-12-17 17:02:55|782671389447|Devolpment IT|868251|050335|Amazon RDS Aurora PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
entepriseconfluencetst02-instance-1|entepriseconfluencetst02|eu-west-1a|aurora-postgresql|db.r6g.large|entepriseconfluencetst02-instance-1.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2021-12-01 14:45:31|782671389447|Development IT|868251|050338|Amazon RDS Aurora PostgreSQL|PPRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
entepriseconfluencetst02-instance-1-eu-west-1b|entepriseconfluencetst02|eu-west-1b|aurora-postgresql|db.r6g.large|entepriseconfluencetst02-instance-1-eu-west-1b.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2021-12-01 15:00:13|782671389447|Development IT|868251|050338|Amazon RDS Aurora PostgreSQL|PPRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
entepriseconfluencetst02-reader|entepriseconfluencetst02|eu-west-1a|aurora-postgresql|db.r6g.large|entepriseconfluencetst02-reader.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2021-12-01 15:12:04|782671389447|Development IT|868251|050338|Amazon RDS Aurora PostgreSQL|PPRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
entepriseconfluencetst02restore|entepriseconfluencetst02|eu-west-1c|aurora-postgresql|db.r6g.large|entepriseconfluencetst02restore.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2023-07-30 17:09:11|782671389447|Development IT|868251|050338|RDS Aurora PGSql|PPRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
entepriseconfluencetst03|entepriseconfluencetst02|eu-west-1b|aurora-postgresql|db.r6g.large|entepriseconfluencetst03.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2021-12-03 12:36:56|782671389447|Development IT|868251|050338|Amazon RDS Aurora PostgreSQL|PPRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisejiraprd02|enteprisejiraprd02|eu-west-1b|aurora-postgresql|db.r6g.xlarge|enteprisejiraprd02.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2021-12-12 09:39:24|782671389447|Devolpment IT|868251|050336|Amazon RDS Aurora PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisejiraprd02-cluster-eu-west-1b|enteprisejiraprd02|eu-west-1b|aurora-postgresql|db.r6g.xlarge|enteprisejiraprd02-cluster-eu-west-1b.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2021-12-12 14:14:03|782671389447|Devolpment IT|868251|050336|Amazon RDS Aurora PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisejiraprd02-cluster-eu-west-1b-reader|enteprisejiraprd02|eu-west-1a|aurora-postgresql|db.r6g.xlarge|enteprisejiraprd02-cluster-eu-west-1b-reader.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2021-12-12 14:18:14|782671389447|Devolpment IT|868251|050336|Amazon RDS Aurora PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisejiraprodeazybi01|enteprisejiraprodeazybi01|eu-west-1b|postgres|db.r6g.xlarge|enteprisejiraprodeazybi01.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2021-03-18 04:41:47|782671389447|DIT|868251|050336|Amazon RDS PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisejiraprodeazybi01-read-1|enteprisejiraprodeazybi01|eu-west-1a|postgres|db.r6g.xlarge|enteprisejiraprodeazybi01-read-1.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2021-03-18 05:06:08|782671389447|DIT|868251|050336|Amazon RDS PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisejiraprodeazybi01-read-2|enteprisejiraprodeazybi01|eu-west-1b|postgres|db.r6g.xlarge|enteprisejiraprodeazybi01-read-2.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2021-03-18 05:05:45|782671389447|DIT|868251|050336|Amazon RDS PostgreSQL|PRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisejiratst02-restore|enteprisejiratst02|eu-west-1a|aurora-postgresql|db.r6g.large|enteprisejiratst02-restore.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2021-12-06 18:10:11|782671389447|Development IT|868251|050338|Amazon RDS Aurora PostgreSQL|PPRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisejiratsteazybi01|enteprisejiratsteazybi01|eu-west-1b|postgres|db.m6g.large|enteprisejiratsteazybi01.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2021-03-17 17:31:44|782671389447|DIT|868251|050336|Amazon RDS PostgreSQL|PPRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisejiratsteazybi01-read-1|enteprisejiratsteazybi01|eu-west-1b|postgres|db.m6g.large|enteprisejiratsteazybi01-read-1.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2021-03-17 17:57:11|782671389447|DIT|868251|050336|Amazon RDS PostgreSQL|PPRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enteprisejiratsteazybi01-read-2|enteprisejiratsteazybi01|eu-west-1b|postgres|db.m6g.large|enteprisejiratsteazybi01-read-2.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-cf6013ab,subnet-1deb846b,subnet-08b3b125464f6a629|2021-03-17 17:57:41|782671389447|DIT|868251|050336|Amazon RDS PostgreSQL|PPRD|VARMAVE1|null|null|NOT_REQUESTED|null|NOT_APPLICABLE|null|NOT_REQUESTED
enterprisebitbucketdbuser01|n/a|eu-west-1b|postgres|db.m6g.large|enterprisebitbucketdbuser01.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2022-06-01 13:30:47|782671389447|PPD Digital|868251|050338|Amazon RDS PostgreSQL|DEV|PEREZIS1|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|NOT_REQUESTED
enterprisebitbuckettst-instance-1|enterprisebitbuckettst|eu-west-1b|aurora-postgresql|db.r5.xlarge|enterprisebitbuckettst-instance-1.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6caa031a,subnet-6a48f30e,subnet-09b3f3bb1a4c9b9f7|2023-08-14 12:56:37|782671389447|Technology Architecture and Digital|I430002123|046374|Amazon RDS PostgreSQL|PPRD|WEISSSH3|null|EBS-NVS-D-35_GMT|SCH-NVS-WRKDAYS_GMT|null|null|null|null
pamprd001-instance-1|pamsuperuser|eu-west-1b|aurora-postgresql|db.t4g.medium|pamprd001-instance-1.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6a48f30e,subnet-6caa031a,subnet-09b3f3bb1a4c9b9f7|2020-08-25 16:39:03|782671389447|Commercial IT|430011187|046011|Amazon RDS Aurora PostgreSQL|PRD|DURANDE7|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
pamqa001-instance-1|pamqa001|eu-west-1b|aurora-postgresql|db.t4g.medium|pamqa001-instance-1.c0u4ffgqbqw1.eu-west-1.rds.amazonaws.com|vpc-c8cd11ac|subnet-6a48f30e,subnet-6caa031a,subnet-09b3f3bb1a4c9b9f7|2020-07-29 16:58:37|782671389447|Commercial IT|430011187|046011|Amazon RDS Aurora PostgreSQL|PPRD|DURANDE7|null|null|NOT_REQUESTED|null|null|null|NOT_REQUESTED
authentifieldprd|AUTHENTIFIELDPRD|eu-west-1c|postgres|db.t3.large|authentifieldprd.cd7m4gjypi5q.eu-west-1.rds.amazonaws.com|vpc-cd0286a9|subnet-1768fb61,subnet-b24021d6,subnet-04919a71f2c17a92b|2023-03-16 16:28:22|714287346229|NBS IT/CBS/Corporate Functions|WBS 1-42364.1.01|050952|Amazon Elastic Compute Cloud/CentrifyY|PPRD|SEBGOTH2|null|null|null|null|null|null|null
authentifieldqa|AUTHENTIFIELDQA|eu-west-1a|postgres|db.t3.large|authentifieldqa.cd7m4gjypi5q.eu-west-1.rds.amazonaws.com|vpc-cd0286a9|subnet-1768fb61,subnet-b24021d6,subnet-04919a71f2c17a92b|2022-10-20 10:12:37|714287346229|NBS IT/CBS/Corporate Functions|WBS 1-42364.1.01|050952|Amazon Elastic Compute Cloud/CentrifyY|PPRD|SEBGOTH2|null|null|null|null|null|null|null
mercatordev01|mercatordev01|eu-west-1b|postgres|db.m5.xlarge|mercatordev01.cd7m4gjypi5q.eu-west-1.rds.amazonaws.com|vpc-cd0286a9|subnet-1768fb61,subnet-b24021d6,subnet-04919a71f2c17a92b|2024-08-26 14:14:53|714287346229|TIS|1-44242.1.01|079037|APP|DEV|GOPALKR2|null|EBS-NVS-D-35_GMT|null|null|null|null|null
